Row,CH1 Time (ms),CH1 Peak (cm/s),CH1 Dias (cm/s),CH1 Mean (cm/s),CH1 Emboli Per Min,CH1 Emboli Count,CH1 Depth,CH1 Sample,CH1 Power,CH1 Vessel,CH1 Time,CH1 Date,CH1 Messages,CH2 Time (ms),CH2 Peak (cm/s),CH2 Dias (cm/s),CH2 Mean (cm/s),CH2 Emboli Per Min,CH2 Emboli Count,CH2 Depth,CH2 Sample,CH2 Power,CH2 Vessel,CH2 Time,CH2 Date,CH2 Messages
3673,3672008,158,60,100,0,33,52,9,90,RMCA,9:29:34 AM,8/7/2015,,3673000,104,46,70,0,20,50,9,90,LMCA,9:29:35 AM,8/7/2015,
3674,3673008,159,60,100,0,33,52,9,90,RMCA,9:29:35 AM,8/7/2015,,3674000,105,45,71,0,20,50,9,90,LMCA,9:29:36 AM,8/7/2015,
3675,3674008,158,60,97,0,33,52,9,90,RMCA,9:29:36 AM,8/7/2015,,3675000,106,45,71,0,20,50,9,90,LMCA,9:29:37 AM,8/7/2015,
3676,3675008,158,60,98,0,33,52,9,90,RMCA,9:29:37 AM,8/7/2015,,3676000,108,45,70,0,20,50,9,90,LMCA,9:29:38 AM,8/7/2015,
3677,3676008,159,60,99,0,33,52,9,90,RMCA,9:29:38 AM,8/7/2015,,3677000,109,44,70,0,20,50,9,90,LMCA,9:29:39 AM,8/7/2015,
3678,3677008,159,61,98,0,33,52,9,90,RMCA,9:29:39 AM,8/7/2015,,3678000,109,44,70,0,20,50,9,90,LMCA,9:29:40 AM,8/7/2015,
3679,3678008,159,61,100,0,33,52,9,90,RMCA,9:29:40 AM,8/7/2015,,3679000,108,44,70,0,20,50,9,90,LMCA,9:29:41 AM,8/7/2015,
3680,3679008,160,60,99,0,33,52,9,90,RMCA,9:29:41 AM,8/7/2015,,3680000,108,43,70,0,20,50,9,90,LMCA,9:29:42 AM,8/7/2015,
3681,3680008,159,60,99,0,33,52,9,90,RMCA,9:29:42 AM,8/7/2015,,3681000,107,44,71,0,20,50,9,90,LMCA,9:29:43 AM,8/7/2015,
3682,3681008,158,60,98,0,33,52,9,90,RMCA,9:29:43 AM,8/7/2015,,3682000,106,44,70,0,20,50,9,90,LMCA,9:29:44 AM,8/7/2015,
3683,3682008,156,60,98,0,33,52,9,90,RMCA,9:29:44 AM,8/7/2015,,3683000,107,44,70,0,20,50,9,90,LMCA,9:29:45 AM,8/7/2015,
3684,3683008,156,59,97,0,33,52,9,90,RMCA,9:29:45 AM,8/7/2015,,3684000,106,43,69,0,20,50,9,90,LMCA,9:29:46 AM,8/7/2015,
3685,3684008,156,58,97,0,33,52,9,90,RMCA,9:29:46 AM,8/7/2015,,3685000,105,43,69,0,20,50,9,90,LMCA,9:29:47 AM,8/7/2015,
3686,3685008,156,59,96,0,33,52,9,90,RMCA,9:29:47 AM,8/7/2015,,3686000,107,42,68,0,20,50,9,90,LMCA,9:29:48 AM,8/7/2015,
3687,3686008,157,57,96,0,33,52,9,90,RMCA,9:29:48 AM,8/7/2015,,3687000,106,41,68,0,20,50,9,90,LMCA,9:29:49 AM,8/7/2015,
3688,3687008,156,58,96,0,33,52,9,90,RMCA,9:29:49 AM,8/7/2015,,3688000,107,41,68,0,20,50,9,90,LMCA,9:29:50 AM,8/7/2015,
3689,3688008,155,57,95,0,33,52,9,90,RMCA,9:29:50 AM,8/7/2015,,3689000,105,41,67,0,20,50,9,90,LMCA,9:29:51 AM,8/7/2015,
3690,3689008,154,57,95,0,33,52,9,90,RMCA,9:29:51 AM,8/7/2015,,3690000,104,41,68,0,20,50,9,90,LMCA,9:29:52 AM,8/7/2015,
3691,3690008,152,57,94,0,33,52,9,90,RMCA,9:29:52 AM,8/7/2015,,3691000,101,41,67,0,20,50,9,90,LMCA,9:29:53 AM,8/7/2015,
3692,3691008,151,58,95,0,33,52,9,90,RMCA,9:29:53 AM,8/7/2015,,3692000,102,43,68,0,20,50,9,90,LMCA,9:29:54 AM,8/7/2015,
3693,3692008,152,59,95,0,33,52,9,90,RMCA,9:29:54 AM,8/7/2015,,3693000,103,44,68,0,20,50,9,90,LMCA,9:29:55 AM,8/7/2015,
3694,3693008,153,59,96,0,33,52,9,90,RMCA,9:29:55 AM,8/7/2015,,3694000,104,45,68,0,20,50,9,90,LMCA,9:29:56 AM,8/7/2015,
3695,3694008,151,60,95,0,33,52,9,90,RMCA,9:29:56 AM,8/7/2015,,3695000,107,45,69,0,20,50,9,90,LMCA,9:29:57 AM,8/7/2015,
3696,3695008,151,60,96,0,33,52,9,90,RMCA,9:29:57 AM,8/7/2015,,3696000,108,45,69,0,20,50,9,90,LMCA,9:29:58 AM,8/7/2015,
3697,3696008,151,60,96,0,33,52,9,90,RMCA,9:29:58 AM,8/7/2015,,3697000,109,45,69,0,20,50,9,90,LMCA,9:29:59 AM,8/7/2015,
3698,3697008,150,60,96,0,33,52,9,90,RMCA,9:29:59 AM,8/7/2015,,3698000,108,44,70,0,20,50,9,90,LMCA,9:30:00 AM,8/7/2015,
3699,3698008,151,61,97,0,33,52,9,90,RMCA,9:30:00 AM,8/7/2015,,3699000,106,44,70,0,20,50,9,90,LMCA,9:30:01 AM,8/7/2015,
3700,3699008,152,61,97,0,33,52,9,90,RMCA,9:30:01 AM,8/7/2015,,3700000,106,45,70,0,20,50,9,90,LMCA,9:30:02 AM,8/7/2015,
3701,3700008,152,61,98,0,33,52,9,90,RMCA,9:30:02 AM,8/7/2015,,3701000,104,45,70,0,20,50,9,90,LMCA,9:30:03 AM,8/7/2015,
3702,3701008,153,61,98,0,33,52,9,90,RMCA,9:30:03 AM,8/7/2015,,3702000,105,45,70,0,20,50,9,90,LMCA,9:30:04 AM,8/7/2015,
3703,3702008,152,60,97,0,33,52,9,90,RMCA,9:30:04 AM,8/7/2015,,3703000,105,44,69,0,20,50,9,90,LMCA,9:30:05 AM,8/7/2015,
3704,3703008,152,58,96,0,33,52,9,90,RMCA,9:30:05 AM,8/7/2015,,3704000,105,43,69,0,20,50,9,90,LMCA,9:30:06 AM,8/7/2015,
3705,3704008,151,58,95,0,33,52,9,90,RMCA,9:30:06 AM,8/7/2015,,3705000,105,43,69,0,20,50,9,90,LMCA,9:30:07 AM,8/7/2015,
3706,3705008,152,58,94,0,33,52,9,90,RMCA,9:30:07 AM,8/7/2015,,3706000,104,43,68,0,20,50,9,90,LMCA,9:30:08 AM,8/7/2015,
3707,3706008,153,58,94,0,33,52,9,90,RMCA,9:30:08 AM,8/7/2015,,3707000,104,42,68,0,20,50,9,90,LMCA,9:30:09 AM,8/7/2015,
3708,3707008,154,59,94,0,33,52,9,90,RMCA,9:30:09 AM,8/7/2015,,3708000,104,42,68,0,20,50,9,90,LMCA,9:30:10 AM,8/7/2015,
3709,3708008,150,58,94,0,33,52,9,90,RMCA,9:30:10 AM,8/7/2015,,3709000,105,41,68,0,20,50,9,90,LMCA,9:30:11 AM,8/7/2015,
3710,3709008,150,58,94,0,33,52,9,90,RMCA,9:30:11 AM,8/7/2015,,3710000,104,41,68,0,20,50,9,90,LMCA,9:30:12 AM,8/7/2015,
3711,3710008,149,58,94,0,33,52,9,90,RMCA,9:30:12 AM,8/7/2015,,3711000,105,41,69,0,20,50,9,90,LMCA,9:30:13 AM,8/7/2015,
3712,3711008,148,57,94,0,33,52,9,90,RMCA,9:30:13 AM,8/7/2015,,3712000,104,42,68,0,20,50,9,90,LMCA,9:30:14 AM,8/7/2015,
3713,3712008,150,58,94,0,33,52,9,90,RMCA,9:30:14 AM,8/7/2015,,3713000,106,42,68,0,20,50,9,90,LMCA,9:30:15 AM,8/7/2015,
3714,3713008,150,57,95,0,33,52,9,90,RMCA,9:30:15 AM,8/7/2015,,3714000,106,42,68,0,20,50,9,90,LMCA,9:30:16 AM,8/7/2015,
3715,3714008,149,58,95,0,33,52,9,90,RMCA,9:30:16 AM,8/7/2015,,3715000,105,42,68,0,20,50,9,90,LMCA,9:30:17 AM,8/7/2015,
3716,3715008,149,58,95,0,33,52,9,90,RMCA,9:30:17 AM,8/7/2015,,3716000,104,42,68,0,20,50,9,90,LMCA,9:30:18 AM,8/7/2015,
3717,3716008,150,58,95,0,33,52,9,90,RMCA,9:30:18 AM,8/7/2015,,3717000,103,42,68,0,20,50,9,90,LMCA,9:30:19 AM,8/7/2015,
3718,3717008,150,57,95,0,33,52,9,90,RMCA,9:30:19 AM,8/7/2015,,3718000,103,41,67,0,20,50,9,90,LMCA,9:30:20 AM,8/7/2015,
3719,3718008,147,56,94,0,33,52,9,90,RMCA,9:30:20 AM,8/7/2015,,3719000,104,41,67,0,20,50,9,90,LMCA,9:30:21 AM,8/7/2015,
3720,3719008,145,55,92,0,33,52,9,90,RMCA,9:30:21 AM,8/7/2015,,3720000,106,41,67,0,20,50,9,90,LMCA,9:30:22 AM,8/7/2015,
3721,3720008,142,55,91,0,33,52,9,90,RMCA,9:30:22 AM,8/7/2015,,3721000,106,41,67,0,20,50,9,90,LMCA,9:30:23 AM,8/7/2015,
3722,3721008,140,56,90,0,33,52,9,90,RMCA,9:30:23 AM,8/7/2015,,3722000,107,41,67,0,20,50,9,90,LMCA,9:30:24 AM,8/7/2015,
3723,3722008,140,55,90,0,33,52,9,90,RMCA,9:30:24 AM,8/7/2015,,3723000,108,42,67,0,20,50,9,90,LMCA,9:30:25 AM,8/7/2015,
3724,3723008,143,58,91,0,33,52,9,90,RMCA,9:30:25 AM,8/7/2015,,3724000,106,42,67,0,20,50,9,90,LMCA,9:30:26 AM,8/7/2015,
3725,3724008,146,58,93,0,33,52,9,90,RMCA,9:30:26 AM,8/7/2015,,3725000,107,42,67,0,20,50,9,90,LMCA,9:30:27 AM,8/7/2015,
3726,3725008,148,58,93,0,33,52,9,90,RMCA,9:30:27 AM,8/7/2015,,3726000,105,42,67,0,20,50,9,90,LMCA,9:30:28 AM,8/7/2015,
3727,3726008,148,58,94,0,33,52,9,90,RMCA,9:30:28 AM,8/7/2015,,3727000,104,42,66,0,20,50,9,90,LMCA,9:30:29 AM,8/7/2015,
3728,3727008,147,58,93,0,33,52,9,90,RMCA,9:30:29 AM,8/7/2015,,3728000,103,41,66,0,20,50,9,90,LMCA,9:30:30 AM,8/7/2015,
3729,3728008,145,57,93,0,33,52,9,90,RMCA,9:30:30 AM,8/7/2015,,3729000,103,42,67,0,20,50,9,90,LMCA,9:30:31 AM,8/7/2015,
3730,3729008,142,57,90,0,33,52,9,90,RMCA,9:30:31 AM,8/7/2015,,3730000,103,43,67,0,20,50,9,90,LMCA,9:30:32 AM,8/7/2015,
3731,3730008,141,57,89,0,33,52,9,90,RMCA,9:30:32 AM,8/7/2015,,3731000,104,44,69,0,20,50,9,90,LMCA,9:30:33 AM,8/7/2015,
3732,3731008,142,57,90,0,33,52,9,90,RMCA,9:30:33 AM,8/7/2015,,3732000,105,44,69,0,20,50,9,90,LMCA,9:30:34 AM,8/7/2015,
3733,3732008,144,58,90,0,33,52,9,90,RMCA,9:30:34 AM,8/7/2015,,3733000,105,44,70,0,20,50,9,90,LMCA,9:30:35 AM,8/7/2015,
3734,3733008,143,57,91,0,33,52,9,90,RMCA,9:30:35 AM,8/7/2015,,3734000,106,45,70,0,20,50,9,90,LMCA,9:30:36 AM,8/7/2015,
3735,3734008,143,57,92,0,33,52,9,90,RMCA,9:30:36 AM,8/7/2015,,3735000,108,45,71,0,20,50,9,90,LMCA,9:30:37 AM,8/7/2015,
3736,3735008,143,58,93,0,33,52,9,90,RMCA,9:30:37 AM,8/7/2015,,3736000,108,45,72,0,20,50,9,90,LMCA,9:30:38 AM,8/7/2015,
3737,3736008,145,58,93,0,33,52,9,90,RMCA,9:30:38 AM,8/7/2015,,3737000,111,44,72,0,20,50,9,90,LMCA,9:30:39 AM,8/7/2015,
3738,3737008,147,58,94,0,33,52,9,90,RMCA,9:30:39 AM,8/7/2015,,3738000,110,43,71,0,20,50,9,90,LMCA,9:30:40 AM,8/7/2015,
3739,3738008,149,57,93,0,33,52,9,90,RMCA,9:30:40 AM,8/7/2015,,3739000,108,42,69,0,20,50,9,90,LMCA,9:30:41 AM,8/7/2015,
3740,3739008,148,54,91,0,33,52,9,90,RMCA,9:30:41 AM,8/7/2015,,3740000,107,40,68,0,20,50,9,90,LMCA,9:30:42 AM,8/7/2015,
3741,3740008,146,52,89,0,33,52,9,90,RMCA,9:30:42 AM,8/7/2015,,3741000,104,39,65,0,20,50,9,90,LMCA,9:30:43 AM,8/7/2015,
3742,3741008,143,49,85,0,33,52,9,90,RMCA,9:30:43 AM,8/7/2015,,3742000,101,37,62,0,20,50,9,90,LMCA,9:30:44 AM,8/7/2015,
3743,3742008,140,46,82,0,33,52,9,90,RMCA,9:30:44 AM,8/7/2015,,3743000,100,36,60,0,20,50,9,90,LMCA,9:30:45 AM,8/7/2015,
3744,3743008,134,43,79,0,33,52,9,90,RMCA,9:30:45 AM,8/7/2015,,3744000,98,34,59,0,20,50,9,90,LMCA,9:30:46 AM,8/7/2015,
3745,3744008,133,41,76,0,33,52,9,90,RMCA,9:30:46 AM,8/7/2015,,3745000,97,33,58,0,20,50,9,90,LMCA,9:30:47 AM,8/7/2015,
3746,3745008,130,40,73,0,33,52,9,90,RMCA,9:30:47 AM,8/7/2015,,3746000,96,32,57,0,20,50,9,90,LMCA,9:30:48 AM,8/7/2015,
3747,3746008,127,39,72,0,33,52,9,90,RMCA,9:30:48 AM,8/7/2015,,3747000,95,31,56,0,20,50,9,90,LMCA,9:30:49 AM,8/7/2015,
3748,3747008,125,38,71,0,33,52,9,90,RMCA,9:30:49 AM,8/7/2015,,3748000,94,32,55,0,20,50,9,90,LMCA,9:30:50 AM,8/7/2015,
3749,3748008,126,39,70,0,33,52,9,90,RMCA,9:30:50 AM,8/7/2015,,3749000,93,32,55,0,20,50,9,90,LMCA,9:30:51 AM,8/7/2015,
3750,3749008,122,39,70,0,33,52,9,90,RMCA,9:30:51 AM,8/7/2015,,3750000,92,32,54,0,20,50,9,90,LMCA,9:30:52 AM,8/7/2015,
3751,3750008,121,39,70,0,33,52,9,90,RMCA,9:30:52 AM,8/7/2015,,3751000,91,32,55,0,20,50,9,90,LMCA,9:30:53 AM,8/7/2015,
3752,3751008,122,39,70,0,33,52,9,90,RMCA,9:30:53 AM,8/7/2015,,3752000,91,32,56,0,20,50,9,90,LMCA,9:30:54 AM,8/7/2015,
3753,3752008,122,40,71,0,33,52,9,90,RMCA,9:30:54 AM,8/7/2015,,3753000,92,32,56,0,20,50,9,90,LMCA,9:30:55 AM,8/7/2015,
3754,3753008,122,39,72,0,33,52,9,90,RMCA,9:30:55 AM,8/7/2015,,3754000,93,32,56,0,20,50,9,90,LMCA,9:30:56 AM,8/7/2015,
3755,3754008,124,40,72,0,33,52,9,90,RMCA,9:30:56 AM,8/7/2015,,3755000,95,33,57,0,20,50,9,90,LMCA,9:30:57 AM,8/7/2015,
3756,3755008,125,41,74,0,33,52,9,90,RMCA,9:30:57 AM,8/7/2015,,3756000,95,33,58,0,20,50,9,90,LMCA,9:30:58 AM,8/7/2015,
3757,3756008,127,41,74,0,33,52,9,90,RMCA,9:30:58 AM,8/7/2015,,3757000,95,33,58,0,20,50,9,90,LMCA,9:30:59 AM,8/7/2015,
3758,3757008,128,42,75,0,33,52,9,90,RMCA,9:30:59 AM,8/7/2015,,3758000,95,34,58,0,20,50,9,90,LMCA,9:31:00 AM,8/7/2015,
3759,3758008,130,43,76,0,33,52,9,90,RMCA,9:31:00 AM,8/7/2015,,3759000,96,34,59,0,20,50,9,90,LMCA,9:31:01 AM,8/7/2015,
3760,3759008,130,43,76,0,33,52,9,90,RMCA,9:31:01 AM,8/7/2015,,3760000,97,35,60,0,20,50,9,90,LMCA,9:31:02 AM,8/7/2015,
3761,3760008,128,43,76,0,33,52,9,90,RMCA,9:31:02 AM,8/7/2015,,3761000,97,35,60,0,20,50,9,90,LMCA,9:31:03 AM,8/7/2015,
3762,3761008,130,43,77,0,33,52,9,90,RMCA,9:31:03 AM,8/7/2015,,3762000,98,35,61,0,20,50,9,90,LMCA,9:31:04 AM,8/7/2015,
3763,3762008,129,43,78,0,33,52,9,90,RMCA,9:31:04 AM,8/7/2015,,3763000,98,35,60,0,20,50,9,90,LMCA,9:31:05 AM,8/7/2015,
3764,3763008,128,43,77,0,33,52,9,90,RMCA,9:31:05 AM,8/7/2015,,3764000,98,35,61,0,20,50,9,90,LMCA,9:31:06 AM,8/7/2015,
3765,3764008,130,44,77,0,33,52,9,90,RMCA,9:31:06 AM,8/7/2015,,3765000,97,36,60,0,20,50,9,90,LMCA,9:31:07 AM,8/7/2015,
3766,3765008,128,44,77,0,33,52,9,90,RMCA,9:31:07 AM,8/7/2015,,3766000,97,36,60,0,20,50,9,90,LMCA,9:31:08 AM,8/7/2015,
3767,3766008,126,45,77,0,33,52,9,90,RMCA,9:31:08 AM,8/7/2015,,3767000,96,37,60,0,20,50,9,90,LMCA,9:31:09 AM,8/7/2015,
3768,3767008,128,46,78,0,33,52,9,90,RMCA,9:31:09 AM,8/7/2015,,3768000,96,37,60,0,20,50,9,90,LMCA,9:31:10 AM,8/7/2015,
3769,3768008,126,45,78,0,33,52,9,90,RMCA,9:31:10 AM,8/7/2015,,3769000,96,37,61,0,20,50,9,90,LMCA,9:31:11 AM,8/7/2015,
3770,3769008,129,45,78,0,33,52,9,90,RMCA,9:31:11 AM,8/7/2015,,3770000,97,38,62,0,20,50,9,90,LMCA,9:31:12 AM,8/7/2015,
3771,3770008,129,46,80,0,33,52,9,90,RMCA,9:31:12 AM,8/7/2015,,3771000,97,38,62,0,20,50,9,90,LMCA,9:31:13 AM,8/7/2015,
3772,3771008,131,46,80,0,33,52,9,90,RMCA,9:31:13 AM,8/7/2015,,3772000,100,38,63,0,20,50,9,90,LMCA,9:31:14 AM,8/7/2015,
3773,3772008,133,47,80,0,33,52,9,90,RMCA,9:31:14 AM,8/7/2015,,3773000,101,40,64,0,20,50,9,90,LMCA,9:31:15 AM,8/7/2015,
3774,3773008,135,48,83,0,33,52,9,90,RMCA,9:31:15 AM,8/7/2015,,3774000,101,41,64,0,20,50,9,90,LMCA,9:31:16 AM,8/7/2015,
3775,3774008,136,49,83,0,33,52,9,90,RMCA,9:31:16 AM,8/7/2015,,3775000,102,42,65,0,20,50,9,90,LMCA,9:31:17 AM,8/7/2015,
3776,3775008,134,51,84,0,33,52,9,90,RMCA,9:31:17 AM,8/7/2015,,3776000,101,42,65,0,20,50,9,90,LMCA,9:31:18 AM,8/7/2015,
3777,3776008,133,52,85,0,33,52,9,90,RMCA,9:31:18 AM,8/7/2015,,3777000,102,44,67,0,20,50,9,90,LMCA,9:31:19 AM,8/7/2015,
3778,3777008,137,54,87,0,33,52,9,90,RMCA,9:31:19 AM,8/7/2015,,3778000,102,44,67,0,20,50,9,90,LMCA,9:31:20 AM,8/7/2015,
3779,3778008,140,55,88,1,34,52,9,90,RMCA,9:31:20 AM,8/7/2015,,3779000,103,44,67,0,20,50,9,90,LMCA,9:31:21 AM,8/7/2015,
3780,3779008,145,48,87,2,35,52,9,90,RMCA,9:31:21 AM,8/7/2015,,3780000,104,44,68,0,20,50,9,90,LMCA,9:31:22 AM,8/7/2015,
3781,3780008,146,48,88,2,35,52,9,90,RMCA,9:31:22 AM,8/7/2015,,3781000,103,44,68,0,20,50,9,90,LMCA,9:31:23 AM,8/7/2015,
3782,3781008,145,47,88,2,35,52,9,90,RMCA,9:31:23 AM,8/7/2015,,3782000,103,43,67,0,20,50,9,90,LMCA,9:31:24 AM,8/7/2015,
3783,3782008,144,46,86,2,35,52,9,90,RMCA,9:31:24 AM,8/7/2015,,3783000,104,42,67,0,20,50,9,90,LMCA,9:31:25 AM,8/7/2015,
3784,3783008,142,45,85,2,35,52,9,90,RMCA,9:31:25 AM,8/7/2015,,3784000,104,41,66,0,20,50,9,90,LMCA,9:31:26 AM,8/7/2015,
3785,3784008,140,52,87,2,35,52,9,90,RMCA,9:31:26 AM,8/7/2015,,3785000,104,39,65,0,20,50,9,90,LMCA,9:31:27 AM,8/7/2015,
3786,3785008,138,50,82,2,35,52,9,90,RMCA,9:31:27 AM,8/7/2015,,3786000,103,39,64,0,20,50,9,90,LMCA,9:31:28 AM,8/7/2015,
3787,3786008,136,49,82,2,35,52,9,90,RMCA,9:31:28 AM,8/7/2015,,3787000,101,38,64,0,20,50,9,90,LMCA,9:31:29 AM,8/7/2015,
3788,3787008,134,48,81,2,35,52,9,90,RMCA,9:31:29 AM,8/7/2015,,3788000,99,38,63,0,20,50,9,90,LMCA,9:31:30 AM,8/7/2015,
3789,3788008,132,47,79,2,35,52,9,90,RMCA,9:31:30 AM,8/7/2015,,3789000,100,38,62,0,20,50,9,90,LMCA,9:31:31 AM,8/7/2015,
3790,3789008,130,46,79,2,35,52,9,90,RMCA,9:31:31 AM,8/7/2015,,3790000,99,38,62,0,20,50,9,90,LMCA,9:31:32 AM,8/7/2015,
3791,3790008,129,46,79,2,35,52,9,90,RMCA,9:31:32 AM,8/7/2015,,3791000,96,37,61,0,20,50,9,90,LMCA,9:31:33 AM,8/7/2015,
3792,3791008,130,46,78,2,35,52,9,90,RMCA,9:31:33 AM,8/7/2015,,3792000,98,37,60,0,20,50,9,90,LMCA,9:31:34 AM,8/7/2015,
3793,3792008,131,46,78,2,35,52,9,90,RMCA,9:31:34 AM,8/7/2015,,3793000,98,37,60,0,20,50,9,90,LMCA,9:31:35 AM,8/7/2015,
3794,3793008,132,46,78,2,35,52,9,90,RMCA,9:31:35 AM,8/7/2015,,3794000,98,37,60,0,20,50,9,90,LMCA,9:31:36 AM,8/7/2015,
3795,3794008,132,47,79,2,35,52,9,90,RMCA,9:31:36 AM,8/7/2015,,3795000,96,36,60,0,20,50,9,90,LMCA,9:31:37 AM,8/7/2015,
3796,3795008,132,45,79,2,35,52,9,90,RMCA,9:31:37 AM,8/7/2015,,3796000,95,34,60,0,20,50,9,90,LMCA,9:31:38 AM,8/7/2015,
3797,3796008,132,45,78,2,35,52,9,90,RMCA,9:31:38 AM,8/7/2015,,3797000,94,34,60,0,20,50,9,90,LMCA,9:31:39 AM,8/7/2015,
3798,3797008,131,44,78,2,35,52,9,90,RMCA,9:31:39 AM,8/7/2015,,3798000,94,34,60,0,20,50,9,90,LMCA,9:31:40 AM,8/7/2015,
3799,3798008,131,43,78,2,35,52,9,90,RMCA,9:31:40 AM,8/7/2015,,3799000,93,34,59,0,20,50,9,90,LMCA,9:31:41 AM,8/7/2015,
3800,3799008,130,43,78,2,35,52,9,90,RMCA,9:31:41 AM,8/7/2015,,3800000,94,34,59,0,20,50,9,90,LMCA,9:31:42 AM,8/7/2015,
3801,3800008,129,43,77,2,35,52,9,90,RMCA,9:31:42 AM,8/7/2015,,3801000,97,35,59,0,20,50,9,90,LMCA,9:31:43 AM,8/7/2015,
3802,3801008,128,43,77,2,35,52,9,90,RMCA,9:31:43 AM,8/7/2015,,3802000,96,35,59,0,20,50,9,90,LMCA,9:31:44 AM,8/7/2015,
3803,3802008,129,43,77,2,35,52,9,90,RMCA,9:31:44 AM,8/7/2015,,3803000,98,36,59,0,20,50,9,90,LMCA,9:31:45 AM,8/7/2015,
3804,3803008,128,43,77,2,35,52,9,90,RMCA,9:31:45 AM,8/7/2015,,3804000,98,36,60,0,20,50,9,90,LMCA,9:31:46 AM,8/7/2015,
3805,3804008,128,43,76,2,35,52,9,90,RMCA,9:31:46 AM,8/7/2015,,3805000,99,36,59,0,20,50,9,90,LMCA,9:31:47 AM,8/7/2015,
3806,3805008,129,43,77,2,35,52,9,90,RMCA,9:31:47 AM,8/7/2015,,3806000,98,36,59,0,20,50,9,90,LMCA,9:31:48 AM,8/7/2015,
3807,3806008,130,44,77,2,35,52,9,90,RMCA,9:31:48 AM,8/7/2015,,3807000,98,36,60,0,20,50,9,90,LMCA,9:31:49 AM,8/7/2015,
3808,3807008,128,44,77,2,35,52,9,90,RMCA,9:31:49 AM,8/7/2015,,3808000,100,37,61,0,20,50,9,90,LMCA,9:31:50 AM,8/7/2015,
3809,3808008,129,45,78,2,35,52,9,90,RMCA,9:31:50 AM,8/7/2015,,3809000,99,37,62,0,20,50,9,90,LMCA,9:31:51 AM,8/7/2015,
3810,3809008,130,46,79,2,35,52,9,90,RMCA,9:31:51 AM,8/7/2015,,3810000,98,38,62,0,20,50,9,90,LMCA,9:31:52 AM,8/7/2015,
3811,3810008,129,47,78,2,35,52,9,90,RMCA,9:31:52 AM,8/7/2015,,3811000,98,38,62,0,20,50,9,90,LMCA,9:31:53 AM,8/7/2015,
3812,3811008,130,48,80,2,35,52,9,90,RMCA,9:31:53 AM,8/7/2015,,3812000,98,37,63,0,20,50,9,90,LMCA,9:31:54 AM,8/7/2015,
3813,3812008,130,49,80,2,35,52,9,90,RMCA,9:31:54 AM,8/7/2015,,3813000,97,38,62,0,20,50,9,90,LMCA,9:31:55 AM,8/7/2015,
3814,3813008,130,48,80,2,35,52,9,90,RMCA,9:31:55 AM,8/7/2015,,3814000,99,39,62,0,20,50,9,90,LMCA,9:31:56 AM,8/7/2015,
3815,3814008,132,47,81,2,35,52,9,90,RMCA,9:31:56 AM,8/7/2015,,3815000,99,39,63,0,20,50,9,90,LMCA,9:31:57 AM,8/7/2015,
3816,3815008,132,48,82,2,35,52,9,90,RMCA,9:31:57 AM,8/7/2015,,3816000,99,39,63,0,20,50,9,90,LMCA,9:31:58 AM,8/7/2015,
3817,3816008,134,48,82,2,35,52,9,90,RMCA,9:31:58 AM,8/7/2015,,3817000,98,39,64,0,20,50,9,90,LMCA,9:31:59 AM,8/7/2015,
3818,3817008,136,49,84,2,35,52,9,90,RMCA,9:31:59 AM,8/7/2015,,3818000,98,39,64,0,20,50,9,90,LMCA,9:32:00 AM,8/7/2015,
3819,3818008,136,49,84,2,35,52,9,90,RMCA,9:32:00 AM,8/7/2015,,3819000,100,40,65,0,20,50,9,90,LMCA,9:32:01 AM,8/7/2015,
3820,3819008,139,52,85,2,35,52,9,90,RMCA,9:32:01 AM,8/7/2015,,3820000,100,40,65,0,20,50,9,90,LMCA,9:32:02 AM,8/7/2015,
3821,3820008,135,50,85,2,35,52,9,90,RMCA,9:32:02 AM,8/7/2015,,3821000,101,41,66,0,20,50,9,90,LMCA,9:32:03 AM,8/7/2015,
3822,3821008,134,51,83,2,35,52,9,90,RMCA,9:32:03 AM,8/7/2015,,3822000,100,41,66,0,20,50,9,90,LMCA,9:32:04 AM,8/7/2015,
3823,3822008,135,52,84,2,35,52,9,90,RMCA,9:32:04 AM,8/7/2015,,3823000,102,42,66,0,20,50,9,90,LMCA,9:32:05 AM,8/7/2015,
3824,3823008,132,50,85,2,35,52,9,90,RMCA,9:32:05 AM,8/7/2015,,3824000,102,43,67,0,20,50,9,90,LMCA,9:32:06 AM,8/7/2015,
3825,3824008,137,52,86,2,35,52,9,90,RMCA,9:32:06 AM,8/7/2015,,3825000,103,43,67,0,20,50,9,90,LMCA,9:32:07 AM,8/7/2015,
3826,3825008,138,53,87,2,35,52,9,90,RMCA,9:32:07 AM,8/7/2015,,3826000,103,43,67,0,20,50,9,90,LMCA,9:32:08 AM,8/7/2015,
3827,3826008,137,52,87,2,35,52,9,90,RMCA,9:32:08 AM,8/7/2015,,3827000,102,42,67,0,20,50,9,90,LMCA,9:32:09 AM,8/7/2015,
3828,3827008,137,52,86,2,35,52,9,90,RMCA,9:32:09 AM,8/7/2015,,3828000,102,42,67,0,20,50,9,90,LMCA,9:32:10 AM,8/7/2015,
3829,3828008,137,52,84,2,35,52,9,90,RMCA,9:32:10 AM,8/7/2015,,3829000,101,42,67,0,20,50,9,90,LMCA,9:32:11 AM,8/7/2015,
